name,molecule,dosage_form,date_of_approval,company,treatment_for,url,molecule_url,drug_class,image,related_drugs,rating,reviews,reviews_url,side_effects_url,Availability,Pregnancy & Lactation,CSA Schedule*,Approval History,WADA Class,most_reviewed_condition,most_reviewed_rating,n_reviews,number_side_effects,price,shop_dosis,prices_url
Vemlidy,tenofovir alafenamide,Tablets,"November 10, 2016","Gilead Sciences, Inc.",Hepatitis B,https://www.drugs.com/vemlidy.html,https://www.drugs.com/cons/tenofovir-alafenamide.html,Nucleoside reverse transcriptase inhibitors (NRTIs),,"tenofovir, entecavir, lamivudine, Viread, interferon alfa-2b",,,,https://www.drugs.com/sfx/vemlidy-side-effects.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,29.0,"$1,527.50",25 mg,https://www.drugs.com/price-guide/vemlidy
Venclexta,venetoclax,Tablets,"April 11, 2016",AbbVie Inc.,"Chronic Lymphocytic Leukemia, Acute Myeloid Leukemia",https://www.drugs.com/venclexta.html,https://www.drugs.com/venetoclax.html,Miscellaneous antineoplastics,,"Imbruvica, rituximab, cyclophosphamide, Rituxan, vincristine, venetoclax, Calquence",,,,https://www.drugs.com/sfx/venclexta-side-effects.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2016,,,,,59.0,"$3,479.38",10 mg-50 mg-100 mg,https://www.drugs.com/price-guide/venclexta
Ventavis,iloprost,Inhalation Solution,"December 29, 2004","CoTherix, Inc.",Pulmonary Arterial Hypertension,https://www.drugs.com/ventavis.html,https://www.drugs.com/mtm/iloprost-inhalation.html,Agents for pulmonary hypertension,,,,,,https://www.drugs.com/sfx/ventavis-side-effects.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2004,,,,,16.0,"$4,477.43",10 mcg/mL,https://www.drugs.com/price-guide/ventavis
Veopoz,pozelimab-bbfg,Injection,"August 18, 2023","Regeneron Pharmaceuticals, Inc.",CHAPLE Disease,https://www.drugs.com/veopoz.html,https://www.drugs.com/mtm/pozelimab.html,Selective immunosuppressants,,pozelimab,,,,https://www.drugs.com/sfx/veopoz-side-effects.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2023,,,,,7.0,"$36,459.50",bbfg 200 mg/mL,https://www.drugs.com/price-guide/veopoz
Veozah,fezolinetant,Tablets,"May 12, 2023",Astellas Pharma Inc.,"Menopausal Disorders, Hot Flashes",https://www.drugs.com/veozah.html,https://www.drugs.com/mtm/fezolinetant.html,Miscellaneous central nervous system agents,,,8.0,10,https://www.drugs.com/comments/fezolinetant/veozah.html,https://www.drugs.com/sfx/veozah-side-effects.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2023,,Hot Flashes  ,8.0,10,9.0,$588.65,45 mg,https://www.drugs.com/price-guide/veozah
Veramyst,fluticasone furoate,Nasal Spray,"April 27, 2007",GlaxoSmithKline,Allergic Rhinitis,https://www.drugs.com/veramyst.html,https://www.drugs.com/mtm/fluticasone-nasal.html,Nasal steroids,,"prednisone, hydroxyzine, fluticasone nasal, montelukast, cetirizine, promethazine, Zyrtec",8.3,21,https://www.drugs.com/comments/fluticasone-nasal/veramyst.html,https://www.drugs.com/sfx/veramyst-side-effects.html,Discontinued,Risk data available,Not a controlled drug,,Anti-Doping Classification,Rhinitis  ,8.1,10,6.0,$178.75,27.5 mcg/inh,https://www.drugs.com/price-guide/veramyst
Verdeso,desonide,Foam,"September 19, 2006",Connetics Corporation,Dermatitis,https://www.drugs.com/verdeso.html,https://www.drugs.com/mtm/desonide-topical.html,Topical steroids,,"prednisone, methotrexate, Humira, Dupixent, adalimumab, Stelara, Remicade",,,,https://www.drugs.com/sfx/verdeso-side-effects.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,9.0,"$1,172.48",0.05%,https://www.drugs.com/price-guide/verdeso
Veregen,kunecatechins,Ointment  - formerly Polyphenon E,"October 31, 2006",MediGene AG,Condylomata Acuminata,https://www.drugs.com/veregen.html,https://www.drugs.com/polyphenon_e.html,Anorectal preparations,,,,,,https://www.drugs.com/sfx/veregen-side-effects.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,11.0,"$1,695.49",15%,https://www.drugs.com/price-guide/veregen
Verquvo,vericiguat,Tablets,"January 19, 2021",Merck,Heart Failure with Reduced Ejection Fraction (HFrEF),https://www.drugs.com/verquvo.html,https://www.drugs.com/mtm/vericiguat.html,Vasodilators,,,,,,https://www.drugs.com/sfx/verquvo-side-effects.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2021,,,,,8.0,$340.31,2.5 mg,https://www.drugs.com/price-guide/verquvo
Verzenio,abemaciclib,Tablets,"September 28, 2017",Eli Lilly and Company,Breast Cancer,https://www.drugs.com/verzenio.html,https://www.drugs.com/abemaciclib.html,CDK 4/6 inhibitors,,,8.1,20,https://www.drugs.com/comments/abemaciclib/verzenio.html,https://www.drugs.com/sfx/verzenio-side-effects.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2017,,Breast Cancer  ,8.1,20,43.0,"$4,065.06",50 mg,https://www.drugs.com/price-guide/verzenio
VESIcare,solifenacin succinate,Tablets,"November 19, 2004",Astellas Pharma Inc.,Overactive Bladder,https://www.drugs.com/vesicare.html,https://www.drugs.com/mtm/solifenacin.html,VESIcare LS,,"Botox, estradiol, oxybutynin, Myrbetriq, Gemtesa, solifenacin, tolterodine",5.5,141,https://www.drugs.com/comments/solifenacin/vesicare.html,https://www.drugs.com/sfx/vesicare-side-effects.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2004,,Urinary Frequency  ,5.1,95,2.0,$415.44,5 mg,https://www.drugs.com/price-guide/vesicare
Vevye,cyclosporine,Ophthalmic Solution  - formerly CyclASol,"May 30, 2023",Novaliq,Dry Eye Disease,https://www.drugs.com/vevye.html,https://www.drugs.com/mtm/cyclosporine-ophthalmic.html,Miscellaneous ophthalmic agents,,,,,,https://www.drugs.com/sfx/vevye-side-effects.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,16.0,$820.31,0.1%,https://www.drugs.com/price-guide/vevye
Vibativ,telavancin,Injection,"September 11, 2009",Theravance Inc.,"Skin and Structure Infection, Pneumonia",https://www.drugs.com/vibativ.html,https://www.drugs.com/mtm/telavancin.html,Glycopeptide antibiotics,,"amoxicillin, doxycycline, ciprofloxacin, cephalexin, azithromycin, metronidazole, clindamycin",,,,https://www.drugs.com/sfx/vibativ-side-effects.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,9.0,$681.92,750 mg,https://www.drugs.com/price-guide/vibativ
Viberzi,eluxadoline,Tablets,"May 27, 2015","Allergan, Inc.",Irritable Bowel Syndrome,https://www.drugs.com/viberzi.html,https://www.drugs.com/mtm/eluxadoline.html,Peripheral opioid receptor mixed agonists / antagonists,,,6.7,216,https://www.drugs.com/comments/eluxadoline/viberzi.html,https://www.drugs.com/sfx/viberzi-side-effects.html,Prescription only,Risk data available,Some potential for abuse, FDA approved 2015,,Irritable Bowel Syndrome with Diarrhea  ,6.7,216,12.0,"$1,695.66",75 mg,https://www.drugs.com/price-guide/viberzi
Victoza,liraglutide,Injection,"January 25, 2010",Novo Nordisk A/S,"Diabetes, Type 2",https://www.drugs.com/victoza.html,https://www.drugs.com/mtm/liraglutide.html,Saxenda,,,7.8,765,https://www.drugs.com/comments/liraglutide/victoza.html,https://www.drugs.com/sfx/victoza-side-effects.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2010,,"Diabetes, Type 2  ",7.7,519,23.0,$581.81,18 mg/3 mL,https://www.drugs.com/price-guide/victoza
Victrelis,boceprevir,,"May 13, 2011",Merck,Hepatitis C,https://www.drugs.com/victrelis.html,https://www.drugs.com/cons/boceprevir.html,Protease inhibitors,,,,,,https://www.drugs.com/sfx/victrelis-side-effects.html,Discontinued,Risk data available,Not a controlled drug,Drug history at FDA,,,,,4.0,"$6,989.49",200 mg,https://www.drugs.com/price-guide/victrelis
Vidaza,azacitidine,for Injectable Suspension,"May 19, 2004",Pharmion Corporation,Myelodysplastic Diseases,https://www.drugs.com/vidaza.html,https://www.drugs.com/mtm/azacitidine.html,Miscellaneous antineoplastics,,,5.5,13,https://www.drugs.com/comments/azacitidine/vidaza.html,https://www.drugs.com/sfx/vidaza-side-effects.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,Myelodysplastic Syndrome  ,5.5,13,1.0,$625.76,100 mg,https://www.drugs.com/price-guide/vidaza
Viekira Pak,ombitasvir/paritaprevir/ritonavir with dasabuvir,Tablets,"December 19, 2014",AbbVie Inc.,Hepatitis C,https://www.drugs.com/viekira.html,https://www.drugs.com/cons/dasabuvir-ombitasvir-paritaprevir-and-ritonavir.html,Viekira XR,,,7.0,13,https://www.drugs.com/comments/dasabuvir-ombitasvir-paritaprevir-ritonavir/viekira-pak.html,https://www.drugs.com/sfx/viekira-pak-side-effects.html,Prescription only,Risk data available,Not a controlled drug,,,Hepatitis C  ,7.0,13,6.0,,,
Vigamox,moxifloxacin,Ophthalmic Solution,"April 15, 2003",Alcon,"Conjunctivitis, Bacterial",https://www.drugs.com/vigamox.html,https://www.drugs.com/mtm/moxifloxacin-ophthalmic.html,Ophthalmic anti-infectives,,"ciprofloxacin ophthalmic, azithromycin ophthalmic, levofloxacin ophthalmic, erythromycin ophthalmic, gentamicin ophthalmic",5.7,17,https://www.drugs.com/comments/moxifloxacin-ophthalmic/vigamox.html,https://www.drugs.com/sfx/vigamox-side-effects.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,"Conjunctivitis, Bacterial  ",5.7,11,15.0,$221.08,0.5%,https://www.drugs.com/price-guide/vigamox
Vigpoder,vigabatrin,for Oral Solution,"June 24, 2022","Pyros Pharmaceuticals, Inc.","Seizures, Infantile Spasms",https://www.drugs.com/vigpoder.html,https://www.drugs.com/vigabatrin.html,Gamma-aminobutyric acid analogs,,"gabapentin, clonazepam, lamotrigine, lorazepam, pregabalin, topiramate, diazepam",,,,https://www.drugs.com/sfx/vigpoder-side-effects.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,7.0,"$1,838.58",500 mg,https://www.drugs.com/price-guide/vigpoder
Viibryd,vilazodone,Tablets,"January 21, 2011","Allergan, Inc.",Depression,https://www.drugs.com/viibryd.html,https://www.drugs.com/mtm/vilazodone.html,Miscellaneous antidepressants,,"sertraline, trazodone, Lexapro, citalopram, Zoloft, Cymbalta, Wellbutrin",5.9,852,https://www.drugs.com/comments/vilazodone/viibryd.html,https://www.drugs.com/sfx/viibryd-side-effects.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2011,,Depression  ,6.0,599,15.0,$375.37,10 mg,https://www.drugs.com/price-guide/viibryd
Vijoice,alpelisib,Tablets and Oral Granules,"April 5, 2022",Novartis,PIK3CA-Related Overgrowth Spectrum,https://www.drugs.com/vijoice.html,https://www.drugs.com/alpelisib.html,PI3K inhibitors,,alpelisib,,,,https://www.drugs.com/sfx/vijoice-side-effects.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,25.0,"$34,232.00",200 mg-50 mg (250 mg daily-dose),https://www.drugs.com/price-guide/vijoice
Viltepso,viltolarsen,Injection,"August 12, 2020","NS Pharma, Inc.",Duchenne Muscular Dystrophy,https://www.drugs.com/viltepso.html,https://www.drugs.com/mtm/viltolarsen.html,Miscellaneous uncategorized agents,,"Elevidys, deflazacort, Emflaza, Exondys 51, vamorolone, Agamree",,,,https://www.drugs.com/sfx/viltepso-side-effects.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2020,,,,,23.0,"$1,494.23",50 mg/mL,https://www.drugs.com/price-guide/viltepso
Vimizim,elosufase alfa,Injection,"February 14, 2014",BioMarin Pharmaceutical Inc.,Mucopolysaccharidosis Type IVA,https://www.drugs.com/vimizim.html,https://www.drugs.com/mtm/elosulfase-alfa.html,Lysosomal enzymes,,,,,,https://www.drugs.com/sfx/vimizim-side-effects.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2014,,,,,10.0,"$1,505.81",1 mg/mL,https://www.drugs.com/price-guide/vimizim
Vimovo,naproxen and esomeprazole magnesium,- formerly PN 400,"April 30, 2010","Horizon Therapeutics USA, Inc.","Osteoarthritis, Rheumatoid Arthritis, Ankylosing Spondylitis, NSAID-Induced Ulcer Prophylaxis",https://www.drugs.com/vimovo.html,https://www.drugs.com/mtm/esomeprazole-and-naproxen.html,Nonsteroidal anti-inflammatory drugs,,,5.7,55,https://www.drugs.com/comments/esomeprazole-naproxen/vimovo.html,https://www.drugs.com/sfx/vimovo-side-effects.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,Osteoarthritis  ,5.3,29,9.0,"$2,623.26",20 mg-375 mg,https://www.drugs.com/price-guide/vimovo
Vimpat,lacosamide,"Tablets, Injection, Oral Solution","October 28, 2008",UCB,Seizures,https://www.drugs.com/vimpat.html,https://www.drugs.com/mtm/lacosamide-oral-injection.html,Miscellaneous anticonvulsants,,,6.8,158,https://www.drugs.com/comments/lacosamide/vimpat.html,https://www.drugs.com/sfx/vimpat-side-effects.html,Prescription only,Risk data available,Some potential for abuse, FDA approved 2008,,Seizures  ,6.7,137,1.0,"$1,027.39",200 mg/20 mL,https://www.drugs.com/price-guide/vimpat
Viokace,pancrelipase,Tablets,"March 1, 2012","Allergan, Inc.",Pancreatic Exocrine Dysfunction,https://www.drugs.com/viokace.html,https://www.drugs.com/mtm/pancrelipase.html,Digestive enzymes,,,,,,https://www.drugs.com/sfx/viokace-side-effects.html,Prescription only,Risk data available,Not a controlled drug,,,,,,1.0,$454.40,"10,440 units-39,150 units-39,150 units",https://www.drugs.com/price-guide/viokace
Vistogard,uridine triacetate,Oral Granules,"December 11, 2015",Wellstat Therapeutics Corporation,Fluorouracil Overdose and Capecitabine Overdose,https://www.drugs.com/vistogard.html,https://www.drugs.com/mtm/uridine-triacetate.html,Antidotes,,,,,,https://www.drugs.com/sfx/vistogard-side-effects.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,1.0,"$17,758.87",triacetate 10 g,https://www.drugs.com/price-guide/vistogard
Vitekta,elvitegravir,Tablets,"September 24, 2014","Gilead Sciences, Inc.",HIV Infection,https://www.drugs.com/vitekta.html,https://www.drugs.com/cons/elvitegravir.html,Integrase strand transfer inhibitor,,,,,,https://www.drugs.com/sfx/vitekta-side-effects.html,Discontinued,Risk data available,Not a controlled drug,Drug history at FDA,,,,,2.0,,,
Vitrakvi,larotrectinib,Capsules and Oral Solution,"November 26, 2018","Loxo Oncology, Inc.",TRK Fusion Cancers,https://www.drugs.com/vitrakvi.html,https://www.drugs.com/mtm/larotrectinib.html,Multikinase inhibitors,,"methotrexate, Keytruda, pembrolizumab, Enhertu, dabrafenib",,,,https://www.drugs.com/sfx/vitrakvi-side-effects.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2018,,,,,45.0,"$13,693.02",25 mg,https://www.drugs.com/price-guide/vitrakvi
Vitrase,hyaluronidase,for Injection,"May 5, 2004","ISTA Pharmaceuticals, Inc.","Hypodermoclysis, Subcutaneous Urography",https://www.drugs.com/vitrase.html,https://www.drugs.com/mtm/hyaluronidase-injection.html,Amphadase,,"dexrazoxane, hyaluronidase, Amphadase, Hylenex, Hydase",,,,https://www.drugs.com/sfx/vitrase-side-effects.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2004,,,,,12.0,$263.96,200 units/mL,https://www.drugs.com/price-guide/vitrase
Vivaglobin,,,"January 9, 2006",ZLB Behring,Primary Immunodeficiency Syndrome,https://www.drugs.com/vivaglobin.html,https://www.drugs.com/mtm/immune-globulin-subcutaneous.html,Immune globulins,,"Hizentra, Privigen, Octagam, Cuvitru, Gammagard Liquid, immune globulin intravenous",,,,https://www.drugs.com/sfx/vivaglobin-side-effects.html,Discontinued,Risk data available,Not a controlled drug,,,,,,14.0,not found,not found,https://www.drugs.com/price-guide/vivaglobin
Vivitrol,naltrexone,for Extended-Release Injectable Suspension  - formerly Vivitrex,"April 13, 2006","Alkermes, Inc.","Alcohol Use Disorder, Opioid Use Disorder",https://www.drugs.com/vivitrol.html,https://www.drugs.com/naltrexone.html,Drugs used in alcohol dependence,,,7.7,202,https://www.drugs.com/comments/naltrexone/vivitrol.html,https://www.drugs.com/sfx/vivitrol-side-effects.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,Opioid Use Disorder  ,7.6,128,1.0,"$1,737.59",380 mg,https://www.drugs.com/price-guide/vivitrol
Vivjoa,oteseconazole,Capsules,"April 26, 2022","Mycovia Pharmaceuticals, Inc.",Vaginal Yeast Infection,https://www.drugs.com/vivjoa.html,https://www.drugs.com/mtm/oteseconazole.html,Azole antifungals,,,,,,https://www.drugs.com/sfx/vivjoa-side-effects.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2022,,,,,5.0,"$3,084.59",150 mg,https://www.drugs.com/price-guide/vivjoa
Vizamyl,flutemetamol F 18,Injection,"October 25, 2013",GE Healthcare,Diagnosis and Investigation,https://www.drugs.com/vizamyl.html,https://www.drugs.com/cons/flutemetamol-f-18.html,Diagnostic radiopharmaceuticals,,,,,,https://www.drugs.com/sfx/vizamyl-side-effects.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2013,,,,,2.0,,,
Vizimpro,dacomitinib,Tablets,"September 27, 2018",Pfizer Inc.,Non-Small Cell Lung Cancer,https://www.drugs.com/vizimpro.html,https://www.drugs.com/mtm/dacomitinib.html,EGFR inhibitors,,"Opdivo, methotrexate, Keytruda, pembrolizumab, Avastin, cisplatin, Tagrisso",,,,https://www.drugs.com/sfx/vizimpro-side-effects.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2018,,,,,29.0,"$16,888.24",15 mg,https://www.drugs.com/price-guide/vizimpro
Voltaren Gel,diclofenac sodium,Topical Gel,"October 17, 2007",GlaxoSmithKline Consumer Healthcare,Osteoarthritis,https://www.drugs.com/voltaren-gel.html,https://www.drugs.com/mtm/diclofenac-topical.html,Topical non-steroidal anti-inflammatories,,"gabapentin, acetaminophen, prednisone, ibuprofen, aspirin, meloxicam, cyclobenzaprine",7.1,257,https://www.drugs.com/comments/diclofenac-topical/voltaren-arthritis-pain-gel.html,https://www.drugs.com/sfx/voltaren-arthritis-pain-gel-side-effects.html,Over the counter,Risk data available,Not a controlled drug,Drug history at FDA,,Pain  ,7.1,154,2.0,not found,not found,https://www.drugs.com/price-guide/voltaren-gel
Vonjo,pacritinib,Capsules,"February 28, 2022",CTI BioPharma Corp.,Myelofibrosis,https://www.drugs.com/vonjo.html,https://www.drugs.com/mtm/pacritinib.html,Multikinase inhibitors,,,,,,https://www.drugs.com/sfx/vonjo-side-effects.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2022,,,,,23.0,"$27,262.67",100 mg,https://www.drugs.com/price-guide/vonjo
Vonvendi,,,"December 8, 2015",Baxalta Incorporated,von Willebrand Disease,https://www.drugs.com/vonvendi.html,https://www.drugs.com/mtm/von-willebrand-factor-recombinant.html,Miscellaneous coagulation modifiers,,"desmopressin, DDAVP, von willebrand factor, Humate-P, Alphanate, Stimate",,,,https://www.drugs.com/sfx/vonvendi-side-effects.html,Prescription only,,Not a controlled drug,,,,,,2.0,$11.59,recombinant,https://www.drugs.com/price-guide/vonvendi
